cleaned_tokens,task1,task2
"['rt', 'idillionaire', 'you’re', 'going', 'start', 'energy', 'came', 'purpose', 'revel', 'supply', 'wi…']",NOT,NONE
"['rt', 'tamarajuana', 'i’ll', 'never', 'understand', 'throwing', 'shit', 'ground', 'httpstco1ff6lui0sg']",HOF,PRFN
"['rt', 'stormzy', 'vegans', 'think', 'they’re', 'sick']",HOF,PRFN
"['likec1ockwork', 'need', 'jays']",NOT,NONE
"['omg', 'curry', 'dunks', 'it’s', 'like', 'top', '10', 'plays', 'come', 'espn', 'you’re', 'better']",NOT,NONE
"['rt', 'tmetrvlingshark', 'projareds', 'earthworm', 'jim', 'looking', 'ass', 'cheating', 'solid', '810', '110', 'never', 'fucking', 'hilarious', 'ht…']",HOF,PRFN
"['sick', 'tired', 'pretending']",NOT,NONE
"['rt', 'julmoonchild', 'unnie', 'you’re', 'httpstcodaqcuuafae']",NOT,NONE
"['tbh', 'ending', 'got', 'trash']",HOF,NONE
"['rt', 'crypticnoone', 'whos', 'dumbass', 'drop', 'kicked', 'arnold', 'schwarzenegger', 'need', 'names', 'httpstcotreqetihi6']",HOF,OFFN
"['rt', 'serendipitydon1', 'reminds', 'hes', 'worth', 'tears', 'fuck', 'idiot']",HOF,PRFN
"['rt', 'givemeyouruwus', 'funniest', 'fucking', 'thing', 'i’ve', 'ever', 'seen', 'httpstcohze06b72cs']",HOF,PRFN
"['rt', 'mattbc', 'report', 'exactly', 'saying', 'band', 'shit', 'music', 'grow', 'massive', 'fucking', 'sap', '😂😂😂', 'httpstcozsprcuylff']",HOF,PRFN
"['rt', 'francisyuuuh', 'you’re', 'army', 'use', 'seokjin', 'instead', 'jin', 'namjoon', 'instead', 'rm', 'yoongi', 'instead', 'suga', 'hoseok', 'instead', 'jhope…']",NOT,NONE
"['gekkouhigh', 'like', 'oh', 'shit', 'sorry', 'life', 'sucked', 'whatever', 'yeah', 'place', 'seems', 'choose', 'people', 'r…', 'httpstcoua0efchezy']",HOF,PRFN
"['rt', 'llcooitre', 'teacher', 'question', 'dumb', 'question', 'kid', 'nobody', 'likes', 'asks', 'question', 'rest', 'class', 'httpstcosgupnk…']",NOT,NONE
"['btstwt', 'you’re', 'cute']",NOT,NONE
"['rt', 'billpalmer', 'donald', 'trump', 'reveals', 'hes', 'somehow', 'even', 'sick', 'twisted', 'thought', 'httpstcojmi3ipfvps']",HOF,OFFN
"['martindaubney', 'fuck', 'happened', 'u', 'martin', 'pinning', 'ur', 'colours', 'racist', 'like', 'farage', 'i’m', 'ashamed']",HOF,OFFN
"['rt', 'lubchansky', 'good', 'know', 'rich', 'people', 'always', 'dumb', 'shit', 'httpstcootdmh0wquk']",HOF,HATE
"['rt', 'maydaymindy9', 'lindsey', 'graham', 'losing', 'shit', 'used', 'word', 'fuck', 'live', 'tv', 'super', 'big', 'sick', 'ass', 'sycophant', 'lindsey', 'needs', 'to…']",HOF,PRFN
"['khlomoney98', 'i’d', 'say', 'expose', 'he’s', 'literally', 'cheating', 'know', 'girls', 'tell', 'men']",NOT,NONE
"['askplaystation', 'can’t', 'get', '14', 'days', 'free', 'trial', 'please', 'fix', 'don’t', 'money', 'ps', 'plus', 'need']",NOT,NONE
"['4', 'people', 'followed', 'automatically', 'checked', 'httpstcoyoexq27iwy']",NOT,NONE
"['rt', 'tomfitton', 'judicialwatch', 'foia', 'disclosures', 'help', 'lead', 'criminal', 'referral', 'russiagate', 'targeting', 'realdonaldtrump', 'httpstcoas…']",NOT,NONE
"['mollybofficial', 'ehhhhh', 'don’t', 'know', 'cat', 'i’ve', 'ever', 'parents', 'told', 'got', 'sick', 'died', '16', 'years', 'l…', 'httpstcokbeyh7svtr']",NOT,NONE
"['shit', 'got', 'dead💀💀💀', 'y’all', 'wild', 'hell', 'yall', 'basically', 'calling', 'nigga', 'child', 'molester']",HOF,HATE
"['that’s', 'ah', 'damn', 'shame', '🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️']",NOT,NONE
"['rt', 'gtconway3d', 'still', 'think', 'you’re', 'nuts', 'httpstcogfflc785ci']",HOF,PRFN
"['heelbalor', 'like', 'father']",NOT,NONE
"['damn', 'hitchcock', 'n', 'scully']",HOF,PRFN
"['amandapanda5', 'big', 'mood']",NOT,NONE
"['rt', 'chickencoleman', 'racist', 'httpstcolalirdbx1d']",NOT,NONE
"['lukeallmond1', 'yup', 'lol']",NOT,NONE
"['bet', 'y’all', 'better', 'fucking', 'playing', 'almost', 'died', 'wedding']",HOF,PRFN
"['drafting', 'chapter', 'six', 'changeling’s', 'guide', 'mastodon', 'screen', 'reader', 'users', 'you’re', 'waiting', 'come…', 'httpstcopadxiuoft6']",NOT,NONE
"['rt', 'keasiaaaaa', 'picked', 'everytime', 'fell', 'don’t', 'owe', 'nobody', 'shit']",HOF,PRFN
"['rt', 'salmannizami', '2014', 'modi', 'means', 'business', '2015', 'modi', 'matters', '2019', 'indias', 'divider', 'chief', 'modis', 'achievement', '5', 'yrs', 'https…']",NOT,NONE
"['realdonaldtrump', 'americans', 'think', 'disgrace', 'case', 'closed']",HOF,HATE
"['rt', 'lacienega', 'y’all', 'friend', 'idiot', '🤣🤣🤣🤣', 'thought', 'blind', 'man', 'dancing', 'music', 'httpstcoyzuza2px1g']",HOF,OFFN
"['awesome', 'time', 'concert', 'thatsdax', 'fucking', 'amazing', 'httpstcohbbfwqmp0b']",HOF,PRFN
"['god', 'damn', '💀💀💀']",HOF,PRFN
"['rt', 'sxnchild13', 'get', 'loser', 'we’re', 'healing', 'past', 'trauma', 'changing', 'negative', 'coping', 'mechanisms']",NOT,NONE
"['rt', 'shivaroor', 'monsoon', 'delayed', 'modi', 'piece', 'shit', 'masoodazhar', 'designated', 'global', 'terrorist', 'congrats', 'sushma', 'ji']",HOF,OFFN
"['rt', 'williamnhutton', 'boris', 'johnson', 'charlatan', 'inveterate', 'liar', 'complete', 'transmutation', 'tory', 'party', 'ultra', 'righ…']",NOT,NONE
"['rt', 'jayversace', 'shit', 'took', 'back', 'i’m', 'bouta', 'cry', 'bitch', 'httpstcohsawekyuvv']",HOF,PRFN
"['rt', 'brennentaylor', 'beauty', 'gurus', 'problematic', 'can’t', 'yall', 'shit', 'talk', 'eachother', 'post', 'videos', 'compet…']",HOF,HATE
"['rt', 'timrdawson', 'happy', 'stand', 'old', 'cunts', 'miriam', 'malcolm', 'gammon', 'theyre', 'people', 'sick', 'thick', 'sanctimonious', 'over…']",HOF,PRFN
"['basically', 'jon’s', 'gone', 'back', 'wall', 'bran', 'king', 'arya', 'going', 'travelling', 'wtf…', 'httpstco6bafnjz5im']",HOF,PRFN
"['it’s', 'crazy', 'homie', 'introduced', 'lady', 'n', 'fuck', 'wit']",HOF,PRFN
"['want', 'lunch', 'plate', '“young’s', 'garden”']",NOT,NONE
"['theladycady', 'thesunofmst', 'tmorello', 'twitter', 'found', 'he’s', 'violated', 'tos', 'soooooobuh', 'bye']",NOT,NONE
"['rt', 'sloormp', 'gavin', 'want', 'fucking', 'bread', 'nines', 'bread', 'costume', 'commence', 'fucking']",HOF,PRFN
"['pro', 'gamer', 'fucking', 'nerd']",HOF,PRFN
"['wish', 'fucking', 'like', 'that💦']",HOF,PRFN
"['rt', 'g2wunder', 'ready', 'fastest', 'international', 'bo5', 'ever', 'played']",NOT,NONE
"['lakers', 'fans', 'fucking', 'ridiculous', 'wanna', 'protest', 'protest', 'going', 'games']",HOF,PRFN
"['rt', 'hanjistar', 'minho', 'grabs', 'jisung’s', 'ass', 'gets', 'right', 'back', 'straykidsinla', 'httpstcodgbrrlwinw']",HOF,PRFN
"['rt', 'blackytom', 'need', 'scammer', 'take', 'wing', 'fuck', '64', 'shit']",HOF,PRFN
"['rt', 'youngthegoat', 'nigga', 'said', '“wyd”', 'niggas', 'sick', '😭😂', 'httpstcopdxy24sshn']",HOF,PRFN
"['rt', 'silverrich39', 'theyll', 'get', 'business', 'httpstco32ivnvyuna']",NOT,NONE
"['rt', 'skeletonbarkley', 'chubbs', 'update', 'hes', 'getting', 'huge', 'feels', 'like', 'yesterday', 'could', 'hold', 'one', 'hand', 'httpstco0ih6gjbiw3']",NOT,NONE
"['sometimes', 'need', 'weed', 'weak']",HOF,PRFN
"['btstwt', 'youre', 'dork']",HOF,PRFN
"['emmafinance', 'morning', 'ive', 'exclude', 'transaction', 'away', 'unexclue']",NOT,NONE
"['rt', 'pjmsplumplips', 'worst', 'ending', 'ive', 'ever', 'seen', 'bran', 'bullshit', 'gameofthronesfinale']",HOF,PRFN
"['rosstmiller', 'yup', 'said', 'dont', 'know', 'exactly', 'shes', 'upset', 'hasnt', 'told', 'us']",NOT,NONE
"['nerf', 'bastion', 'bet', 'doesnt', 'kiss', 'ya', 'dont', 'like', 'furries', 'go', 'away', 'phrases', 'eternally', 'engraved', 'soul']",NOT,NONE
"['rt', 'awestruckvox', 'daily', 'reminder', 'mcu’s', 'treatment', 'black', 'widow', 'fucking', 'ass']",HOF,PRFN
"['they’re', 'waiting', 'line', 'inkigayo', 'get', 'sandwiches']",NOT,NONE
"['rt', 'zerenlogy', 'hi', 'need', 'mutuals', 'please', 'stan', 'gtgtgtgtnex7ltltltlt', 'nine', 'percent', 'unine', 'mr', 'tyger', 'oner', 'mrx', 'rocket', 'girls', 'snh48', 'wayv', 'luhan…']",NOT,NONE
"['rt', 'yosiefff', 'wow', 'fck', 'oregonian', 'that’s', 'everything', 'httpstcog6c1ziwquy']",HOF,PRFN
"['maddiesimonx', 'ajrbrothers', 'fucking', 'amazing']",HOF,PRFN
"['rt', 'esnypilots', 'here’s', 'rest', 'the1975', 'httpstco4mvb2wgxat']",NOT,NONE
"['rt', 'littleone1', 'confession', '1', 'little', 'bit', 'tired', 'today', 'cuz', 'homework', 'need', 'wake', 'fast', 'tomorrow', 'hope', 'im', 'fine', 'myse…']",NOT,NONE
"['saracarterdc', 'repjerrynadler', 'rep', 'nadler', 'patriotic', 'american', 'supports', 'president', 'trump', 'you’re', 'gonna', 'to…', 'httpstcodb9xryhjwy']",NOT,NONE
"['narky', 'ii', 'wont', 'go', 'either']",NOT,NONE
"['mariannecar', 'pinchpunchpost', 'wish', 'id', 'thought', 'glad', 'decided', '👍👍']",NOT,NONE
"['thekidpink', 'accurate', 'statement', 'you’re', 'loyal', 'queen', '👑']",NOT,NONE
"['brandeebabyyy', '😌', 'agree', 'get', 'along', 'lol']",NOT,NONE
"['screams', 'another', 'level', 'tell', 'theyre', 'seeing', 'btstwt', 'btsone', 'bbmas']",NOT,NONE
"['rt', 'dearkatsuki', 'yall', 'forgive', 'james', 'charles', 'forgetting', 'hes', 'racist', 'transphobic', 'motherfucker', 'dont', 'forgive']",HOF,PRFN
"['breakoutnet', 'makasih', 'udah', 'nayangin', 'biggest', 'boyband', 'whole', 'world', 'bts', 'di', 'breakout', 'purple', 'means', 'l…', 'httpstcoeumqujmp7r']",NOT,NONE
"['rt', 'juliannarvivas', 'nobody', 'gets', 'cheated', 'bitch', 'talk', 'man', 'day', '🤣😭']",HOF,PRFN
"['rt', 'taegisnt', 'hello', 'fuck', 'httpstcolpxqbq35lh']",HOF,PRFN
"['rt', 'omeomusic', 'fuck', 'stop', 'thinking', 'constantly']",HOF,PRFN
"['tr3glove', 'sure', 'ppl', 'shit', 'tries', 'cool', 'always', 'tryna', 'tough', 'guy', 'using', 'a…', 'httpstcovlahqjotmt']",NOT,NONE
"['ariana', 'fucking', 'grande', 'bitch']",HOF,OFFN
"['““what', 'migrant', 'come', 'country', 'without', 'functioning', 'government', 'think', 'somalia', 'eritrea', 'yeme…', 'httpstcofrl2ucho5m']",NOT,NONE
"['need', 'get', 'strapped', 'mommies', 'volunteer']",NOT,NONE
"['ngreyy', 'don’t', 'bring', 'it’s', 'you’re', 'personal', 'problem']",NOT,NONE
"['mitchellvii', 'johnbrennan', 'brennan', 'always', 'looks', 'like', 'he’s', 'smelling', 'bad', 'fish', 'he’s', 'bitter', 'angry', 'probably', 'bec…', 'httpstcohydyahgui0']",HOF,NONE
"['rt', 'eldeen0', 'scroll', '⠀', '⠀⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', 'keep', 'scrolling', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', '⠀', 'you’re', 'obligated', 'rt', 'rep…']",NOT,NONE
"['funder', 'tifffuxxsake']",NOT,NONE
"['thanks', 'info', 'already', 'knew', 'god’s', 'got', 'good', 'plan', 'he’s', 'working', 'nothing', 'surprise', 'god', 'he’…', 'httpstcozscv2eb92i']",NOT,NONE
"['rt', 'philsadelphia', 'getting', 'popcorn', 'ready', 'jeffree’s', 'video', 'hearing', 'say', 'he’s', 'posting', 'receipts', 'httpstcoly…']",NOT,NONE
"['lil', 'mama', 'got', 'fatty', 'im', 'lovin', 'ya', 'waste', 'line', 'like', 'youll', 'get', 'dollaz', 'ya', 'wine', 'httpstcoxgl8stywnd']",NOT,NONE
"['sunrickbell', 'holy', 'smoke', 'batman', 'mean', 'shelving', '4', 'billion', 'tax', 'cut', 'gift', 'albertas', 'profitable', 'corporations']",NOT,NONE
"['playing', 'luis', 'suarez', 'must', 'annoying', 'he’s', 'little', 'shit', '😂']",HOF,OFFN
"['think', 'want', 'spend', 'day', 'spa', 'birthday']",NOT,NONE
"['best', 'obvs', 'say', 'kid', 'almost', '11', 'thank', 'fuck', 'isn’t', 'problematic', 'early', 'd…', 'httpstcocxdde9l3r0']",HOF,PRFN
"['rt', 'fuckmefistmeluv', 'pounding', 'booty', 'fat', 'fucker', 'httpstcoqimtqzbt8v']",HOF,OFFN
"['want', 'steve', 'bucky', 'stevebucky', 'yall', 'keep', 'saying', 'ones', 'find', 'suck']",HOF,PRFN
"['rt', 'forwardarc', 'based', 'tax', 'returns', '10', 'years', 'ny', 'times', 'concludes', 'terrible', 'business', 'man', 'total', 'loser', 'fact…']",NOT,NONE
"['miguelsantosiii', 'tamwelsh', 'yes', 'unfortunately', 'stupid']",HOF,HATE
"['rt', 'cloutmonger', 'cersei', 'hell', 'watching', 'dany', 'ass', 'get', 'assassinated', 'like', 'thefinalepisode', 'gameofthrones', 'got', 'demthrones', 'httpstcojnvom…']",HOF,PRFN
"['rt', 'yahoocasports', '“i', 'might', 'can’t', 'never', 'go', 'canada', 'drake', 'said', 'gon’', 'pull', 'strings”', 'gucci', 'mane', 'building', 'game', '3…']",HOF,NONE
"['rt', 'softangelporn', 'anyways', 'here’s', 'ass', 'goodnight', 'httpstcok4sxzolpcw']",HOF,PRFN
"['rt', 'blusoie', 'suck', 'texting', 'unless', '1', 'we’re', 'relationship', '2', 'like', '3', 'amp', 'close', 'af']",HOF,PRFN
"['rt', 'reneecarrollaz', 'think', 'topic', 'abortion', 'couldnt', 'get', 'vile', 'alabama', 'democratic', 'state', 'rep', 'john', 'roberts', 'comes', 'a…']",NOT,NONE
"['suzanneevans1', 'you’re', 'rightdon’t', 'vote']",NOT,NONE
"['rt', 'xoshayyj', 'believe', 'say', 'don’t', 'beef', 'female', 'mad', 'don’t', 'like', 'amp', 'don’t', 'fucking', 'care']",HOF,PRFN
"['rt', 'theaccolonn', 'fucking', 'cool', 'httpstcolqu04x13wr']",HOF,PRFN
"['watch', 'httpstcokspthxwb4y', 'striking', 'wife', 'bikini', 'tori', 'black', 'fucking', 'fervently', 'couch', 'httpstcogaybdvk1hp']",HOF,OFFN
"['rt', 'rodriguezsage', 'can’t', 'fuck', 'nigga', 'make', 'everybody', 'feel', 'special']",HOF,PRFN
"['rt', 'tweetpotato314', 'billy', 'joel', 'sit', 'bar', 'duck', 'meh', 'billy', 'joel', 'put', 'bread', 'jar', 'duck', 'ok', 'fuck', 'go']",HOF,PRFN
"['cant', 'enjoy', 'one', 'fucking', 'game', 'show', 'without', 'someone', 'ruin']",HOF,PRFN
"['msnbc', 'thank', 'god', 'trump', 'president', 'president', 'promised', 'address', 'problem', 'nobody', 'stepped', 'upexcept', 'trump']",NOT,NONE
"['frenchie', 'fry', 'erasers', 'dog', 'loving', 'stationery', 'addicts', 'great', 'gifts', 'age', 'look', 'su…', 'httpstcokxw2tqvbfe']",NOT,NONE
"['rt', 'realdonaldtrump', 'time', 'favorite', 'president', 'got', 'tired', 'waiting', 'china', 'help', 'start', 'buying', 'farmers', 'gre…']",NOT,NONE
"['fuck', 'light', 'httpstcogbe3zi6m3l']",HOF,PRFN
"['rt', 'imali', 'suck', 'remembering', 'names', 'faces', 'people', 'ive', 'met', 'rarely', 'ever', 'forget']",HOF,PRFN
"['rt', 'hipstaaa', 'niggas', 'that’s', 'college', 'going', 'school', 'school', 'like', 'tour', 'shit', '😂']",HOF,PRFN
"['think', 'i’m', 'boutta', 'fw', 'waffle', 'house']",NOT,NONE
"['georgeburkeee', 'rlcaro', 'well', 'youre', 'fucking', 'disgrace']",HOF,PRFN
"['rt', 'hhypocrisy101', 'chance', 'opportunity', 'ever', 'rest', 'spineless', 'gopi', 'think', 'might', 'fina…']",HOF,NONE
"['rt', 'ogsaffron', 'maghavan', 'heard', 'sudas', 'cries', 'help', 'sent', 'forth', 'mighty', 'bolts', 'help', 'young', 'chief', 'like', 'conquering', 'he…']",NOT,NONE
"['sun', '19', 'may', '2019', '235000', '0900']",NOT,NONE
"['rt', 'peoplefor', 'senkamalaharris', 'president', 'anyone', 'else', 'white', 'house', 'ever', 'suggested', 'investigate', 'anyone', 'yes', 'no…']",NOT,NONE
"['love', 'kissing', 'rushing', 'things', 'lets', 'makeout', '10', 'mins', 'fuck', 'shit', 'builds', '😆']",HOF,PRFN
"['apparently', 'shownu', 'hyungwon', 'spend', 'night', 'together', 'need', 'selcas', 'u', 'jfhskhsjdja']",NOT,NONE
"['rt', 'kimpetras', 'nobody', 'say', 'shit', 'dudes', 'sing', 'bout', 'drugs', 'n', 'sex', 'n', 'alcohol', 'girl', 'it’s', 'wrong', 'vapid', 'stupid', 'thi…']",HOF,HATE
"['rt', 'omayarvl', 'fucks', 'half', 'brother', 'found', 'gay', 'httpstcoriqu0vzanz']",HOF,OFFN
"['yungchoclatebar', 'u', 'need', 'help']",HOF,NONE
"['rt', 'aphrabrandreth', 'don’t', 'need', 'excuse', 'celebratechessington', 'cakes', 'face', 'painting', 'always', 'bonus', 'httpstcouv0nfxfdlz']",NOT,NONE
"['rt', 'popcrave', '2', 'years', 'ago', 'today', 'selenagomez', 'released', 'acclaimed', 'single', '“bad', 'liar”', 'platinumcertified', 'song', 'peaked', '20', 'on…']",NOT,NONE
"['rt', 'triviamiroh', 'y’all', 'ever', 'listen', 'maze', 'memories', 'realize', 'wow', '3racha', 'rlly', 'fucking', 'geniuses', 'like', 'still', 'haven’t…']",HOF,OFFN
"['rt', 'diamondsymmone', 'posting', 'nigga', 'ghetto', 'shit', 'ever', 'done']",HOF,HATE
"['rt', 'bodegaacat', 'defend', 'season', 'you’re', 'actually', 'clown', 'even', 'writers', 'cast', 'saying', 'it’s', 'shit']",NOT,NONE
"['don’t', 'like', 'james', 'charles', 'think', 'he’s', 'great', 'makeup', 'don’t', 'understand', 'everyone', 'keeps', 'hypin…', 'httpstcoytsjtlkvp4']",NOT,NONE
"['vivanmarwaha', 'profvarshney', 'middle', 'class', 'people', 'want', 'vote', 'terrorist', 'accused']",NOT,NONE
"['rt', 'idoitear', 'ugh', 'he’s', 'owning', 'carpet', 'usual', 'nobody', 'else', 'could', 'ever', 'httpstco0xwfinmeb5']",NOT,NONE
"['like', 'wtf', 'dany', 'gonna', 'lock', 'cupboard']",HOF,PRFN
"['roccomckay4', 'thetonyslattery', 'think', 'he’ll', 'fine', 'handle', 'pathetic', 'troll']",NOT,NONE
"['rt', 'snowfairyg', 'think', '20', 'yr', 'old', 'yoongi', 'would', 'react', 'told', 'one', 'day', 'hed', 'rapping', 'stage', 'language', 'fro…']",NOT,NONE
"['dinonuggetsyt', 'getting', 'worst', 'games', 'roblox']",NOT,NONE
"['thing', 'wrote', 'sungjaes', 'bday', '2017', 'im', 'emo', 'fuck', 'hope', 'stay', 'life', 'many', 'year…', 'httpstcoaafcjt0sit']",HOF,PRFN
"['rt', 'myveganmenu', 'vegan', 'orange', 'chicken', 'stir', 'fry', 'cauliflower', 'httpstcoryveyw0prh', '🌱', 'tag', 'someone', 'would', '😍', 'food', 'foodpo…']",NOT,NONE
"['skynews', 'honestly', 'think', 'bad', 'mistake', 'one', 'would', 'stupid', 'enough', 'tweet', 'actually', 'meant']",NOT,NONE
"['iunartaegi', 'blow', 'angi’s', 'tweet', 'fake', 'ass']",HOF,PRFN
"['rt', 'countdankulatv', 'another', 'problem', 'far', 'lefties', 'often', 'use', 'need', 'excuse', 'go', 'painted', 'their…']",NOT,NONE
"['mcsmallyy', 'didn’t', 'think', 'one']",NOT,NONE
"['goal', 'become', 'international', 'y’all', 'local', 'shit']",HOF,PRFN
"['rt', 'andreaacepedaa', 'friends', 'good', 'yea', 'fuck', 'also', 'httpstcojn9hylr1ss']",HOF,OFFN
"['rt', 'rachieeegeee', 'feel', 'shit', 'tonight']",HOF,PRFN
"['rockets', 'get', 'two', 'games', 'beat', 'warriors', 'kd', 'zero', 'excuses']",NOT,NONE
"['rt', 'johnwhuber', 'since', 'youve', 'suddenly', 'discovered', 'need', 'receipts', 'cillizzacnn', 'go', 'httpstco5p5lpctqal']",HOF,NONE
"['they’re', 'usually', 'way', 'fuckin', 'older', 'fuck']",HOF,PRFN
"['rt', 'nkaiferiii', 'use', 'y’all', 'bc', 'cannot', 'relate', 'ijn', 'confrontational', 'ass', 'waiting', 'anyone', 'something', 'don’t', 'like', 'so…']",HOF,PRFN
"['rt', 'grinsmp3', 'brother', 'leaving', 'note', 'couch', 'turtle', 'he’s', 'away', 'school', 'httpstco0dvigf5vju']",NOT,NONE
"['rt', 'keitholbermann', 'perfectlybehaved', 'macy', 'tomorrow’s', 'kill', 'list', 'anyway', '“1”', 'behavior', 'school', 'means', 'ideal', 'people', 'dog…']",NOT,NONE
"['votebates', 'damiangreen', 'conservatives', 'torycanvass', 'kenttories', 'ashfordcca', 'local', 'elections', '2019', 'becom…', 'httpstcona6gxkbgw4']",NOT,NONE
"['rt', 'chloebennet', 'literally', 'though', 'fuck', '📷', 'ericraydavidson', 'httpstco1yx7xpji4s']",HOF,PRFN
"['hate', 'psy', 'stat', 'making', 'go', 'school', '8', 'friday', 'least', 'cute', 'b', 'presentation', 'went…', 'httpstcoykdsr0ivaa']",NOT,NONE
"['bernlennials', 'middle', 'ground', 'fuckin', 'failure', 'goddam', 'old', 'fool']",HOF,OFFN
"['rt', 'philsadelphia', 'honor', 'paul', 'rudd', 'hosting', 'snl', 'tonight', 'groundbreaking', 'role', 'dan', 'charles', 'aka', 'one', 'direction’s', 'bigge…']",NOT,NONE
"['rt', 'gopchairwoman', 'weve', 'added', '6', 'million', 'jobs', 'since', 'realdonaldtrump’s', 'election', 'unemployment', 'record', 'lows', 'amp', 'wages', 'rise', 'o…']",NOT,NONE
"['oh', 'fuck']",HOF,PRFN
"['rt', 'muftimenk', 'don’t', 'stress', 'things', 'can’t', 'control', 'hand', 'almighty', 'there’s', 'need', 'spend', 'sleepless', 'nights', 'thinking…']",NOT,NONE
"['rt', 'stunna4vegas', 'big', '4️⃣✖️', 'everywhere', 'fuck', 'nigga']",HOF,PRFN
"['rt', 'untilthespring', 'fuck', 'yall', 'nonenglishspeaking', 'artist', 'top', 'group', 'year', 'trumps', 'america', 'mf', 'revolution']",HOF,OFFN
"['rt', 'drolufunmilayo', 'darling', 'tonto', 'please', 'kindly', 'think', 'things', 'think', 'son', 'think', 'think', 'beyond', 'think', 't…']",NOT,NONE
"['rt', 'incorrecttdbkdk', 'katsuki', 'move', 'halfie', 'im', 'claustrophobic', 'shouto', 'claustrophobic', 'means', 'izuku', 'means', 'he’s', 'afraid', 's…']",NOT,NONE
"['rt', 'lordjm', '“dear', 'oloni', 'gave', 'man', 'virginity', 'left', 'morning', 'go', 'see', 'sister', 'strange', 'relati…']",HOF,NONE
"['fact', 'thor', 'walked', 'past', 'loki', 'cell', 'forever', 'going', 'haunt', 'bye']",NOT,NONE
"['rt', 'katiejorummie', 'posted', 'pic', 'facebook', 'dad', 'responded', 'wanna', 'know', 'thought', 'emotions', 'could…']",NOT,NONE
"['shit', 'getting', 'ridiculous']",HOF,PRFN
"['kay2kraybaybay', 'coryxkenshin', 'like', 'actually', 'need', 'dad']",NOT,NONE
"['weedcriticstm', 'senthomtillis', 'donaldjtrumpjr', 'hell', 'yeah', 'don’t', 'release', 'fucking', 'report', 'if…', 'httpstconlzdzldtwz']",HOF,PRFN
"['discordawards', 'asy', 'fucking', 'slacking']",HOF,PRFN
"['rt', 'itsaprilina', 'bro', 'reading', 'correctly', 'like', 'deadass', 'real', 'life', 'fuck', 'wrong', 'y’all', 'white', 'priv…']",HOF,PRFN
"['rt', 'ikonida', 'hanbin', 'yeri', 'yeri', 'shit', 'httpstco1ukx0tqw9s']",HOF,PRFN
